S,I,R
99,1,0
99,1,0
99,0,0
99,0,0
99,0,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,1,0
98,0,0
98,0,0
98,1,0
98,1,0
98,1,0
98,1,0
98,0,0
